4.1303 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.1309 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
4.3701 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EBB745AA10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EBB745AA70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EBB74B23E0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3701 	EXP 	window1: backgroundImage = ''
4.3701 	EXP 	window1: backgroundFit = 'none'
4.3763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3770 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3832 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
