thisN,thisTrialN,thisRepN,stimuli,corrAns,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trainingBlock.thisRepN,trainingBlock.thisTrialN,trainingBlock.thisN,trainingBlock.thisIndex,thisRow.t,notes,routine_2.started,text_3.started,routine_2.stopped,trial.started,text.started,image.started,image_2.started,key_resp.started,trial.stopped,trainingBlock.key_resp.keys,trainingBlock.key_resp.corr,trainingBlock.key_resp.rt,trainingBlock.key_resp.duration,feedback_2.started,fb_2.started,fb_2.stopped,feedback_2.stopped,text_3.stopped,routine.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4,0,4,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
0,0,0,choose right,right,right,1,0.6743379999998069,None,5,0,5,0,0,0,0,1,29.457550799999808,,28.44703970000046,28.456976999999824,29.444651200000408,29.450765300000057,29.457550799999808,29.457550799999808,29.457550799999808,29.457550799999808,30.142268600000534,right,1,0.6743379999998069,None,30.144776099999945,30.156779099999767,,31.143119500000466,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
1,1,0,choose left,left,right,0,0.9749635999996826,None,5,0,5,0,0,1,1,0,31.157040199999756,,,,,31.146373600000516,31.157040199999756,31.157040199999756,31.157040199999756,31.157040199999756,32.142356199999995,right,0,0.9749635999996826,None,32.146053600000414,32.15677599999981,,33.14323409999997,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
2,0,1,choose right,right,right,1,0.903221499999745,None,5,0,5,0,1,0,2,1,33.15715160000036,,,,,33.146180700000514,33.15715160000036,33.15715160000036,33.15715160000036,33.15715160000036,34.07573070000035,right,1,0.903221499999745,None,34.0782921,34.09017440000025,,35.076629899999716,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
5,0,5,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
0,0,0,choose left,left,left,1,0.5379376999999295,None,6,0,6,0,0,0,0,0,36.09042469999986,,35.07987520000006,35.090300200000456,36.07579259999966,36.07962880000014,36.09042469999986,36.09042469999986,36.09042469999986,36.09042469999986,36.64260530000047,left,1,0.5379376999999295,None,36.64508190000015,36.65672489999997,,37.64513210000041,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
1,1,0,choose right,right,right,1,0.5304231999998592,None,6,0,6,0,0,1,1,1,37.65769400000045,,,,,37.64923180000005,37.65769400000045,37.65769400000045,37.65769400000045,37.65769400000045,38.19243209999968,right,1,0.5304231999998592,None,38.19495830000051,38.207309800000075,,39.19325800000024,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
2,0,1,choose left,left,left,1,0.5250895000008313,None,6,0,6,0,1,0,2,0,39.20723160000034,,,,,39.19629420000001,39.20723160000034,39.20723160000034,39.20723160000034,39.20723160000034,39.7423718,left,1,0.5250895000008313,None,39.74484190000021,39.75682250000045,40.75677439999981,40.74221360000047,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
6,0,6,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,567769,001,2025-07-03_13h51.46.495,untitled,2024.2.4,60.08571828569625,2025-07-03 13h51.48.735841 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74296560000039,40.75677439999981,,,,,,,,
