thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image_2.started,resp.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.019498100000191698,,0.004653400000051988,0.019498100000191698,0.019498100000191698,0.004672600000048988,1.020885700000008,,,,,,,,
