thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image_2.started,mouse.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.017992300000059913,,0.0045184999999037245,0.017992300000059913,0.017992300000059913,0.0045394000003398105,1.0184282999998686,,,,,,,,
