thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,resp.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.09524649999980284,,0.09100469999998495,0.09524649999980284,0.09524649999980284,0.09524649999980284,0.09102340000004006,1.094007799999872,,,,,,,,
