4.3928 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.3933 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
4.6112 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FB270EE650>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FB270EE6B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FB27146200>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.6112 	EXP 	window1: backgroundImage = ''
4.6112 	EXP 	window1: backgroundFit = 'none'
4.6173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6180 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6195 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6203 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6215 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6230 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6249 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6283 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6296 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6299 	DEBUG 	Uploading Texture Font fontname to graphics card
4.6317 	DEBUG 	Upload of Texture Font fontname complete
4.6374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6394 	DEBUG 	Uploading Texture Font fontname to graphics card
4.6400 	DEBUG 	Upload of Texture Font fontname complete
4.6417 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.6417 	EXP 	window1: recordFrameIntervals = False
4.8126 	EXP 	window1: recordFrameIntervals = True
5.0792 	EXP 	Screen (0) actual frame rate measured at 61.34Hz
5.0793 	EXP 	window1: recordFrameIntervals = False
5.0842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0863 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0885 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0902 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0912 	DEBUG 	Uploading Texture Font fontname to graphics card
5.0917 	DEBUG 	Upload of Texture Font fontname complete
5.4376 	INFO 	keyboard.Keyboard is using ptb backend.
5.4377 	INFO 	keyboard.Keyboard is using ptb backend.
5.4377 	EXP 	untitled: status = STARTED
