thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,resp.started,text.stopped,trial.stopped,trials.resp.x,trials.resp.y,trials.resp.leftButton,trials.resp.midButton,trials.resp.rightButton,trials.resp.time,trials.resp.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,,,,,,0.036973099999841,,0.022873599999911676,0.036973099999841,0.036973099999841,0.036973099999841,0.022895500000004176,1.037076500000012,3.0059466000000157,[],[],[],[],[],[],[],,,,,,,,
