thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,mouse.started,image.stopped,text.stopped,image_2.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,,,,,,0.03329990000202088,,0.02205580000008922,0.03329990000202088,0.03329990000202088,0.7506336000005831,0.7535829999978887,0.7836909000034211,1.0486546000029193,2.7524502000014763,2.7559114000032423,[],[],[],[],[],[],[],,,,,,,,
