thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image_2.started,resp.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.11238849999995182,,0.0945452999999361,0.11238849999995182,0.11238849999995182,0.09457530000008774,1.1140619999998762,,,,,,,,
