7.4156 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.4164 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
8.3816 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002049B102E00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002049B102E60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002049B156770>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.3816 	EXP 	window1: backgroundImage = ''
8.3816 	EXP 	window1: backgroundFit = 'none'
8.4031 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4038 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4053 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4064 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4079 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4085 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4092 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4098 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4104 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4111 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4116 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4130 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4134 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4153 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4172 	DEBUG 	Uploading Texture Font fontname to graphics card
8.4202 	DEBUG 	Upload of Texture Font fontname complete
8.4262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4271 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4282 	DEBUG 	Uploading Texture Font fontname to graphics card
8.4313 	DEBUG 	Upload of Texture Font fontname complete
8.4339 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.4339 	EXP 	window1: recordFrameIntervals = False
8.5961 	EXP 	window1: recordFrameIntervals = True
8.7791 	EXP 	Screen (0) actual frame rate measured at 60.13Hz
8.7792 	EXP 	window1: recordFrameIntervals = False
8.7840 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7849 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7888 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
