thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,resp.started,image.stopped,text.stopped,image_2.stopped,trial.stopped,trials.resp.x,trials.resp.y,trials.resp.leftButton,trials.resp.midButton,trials.resp.rightButton,trials.resp.time,trials.resp.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,,,,,,,,0.041678899999993746,,0.012441400000000158,0.041678899999993746,0.041678899999993746,0.7595794000000069,0.7613546999999983,0.792754599999995,1.0427059000000156,2.759413099999989,2.7613142000000153,[],[],[],[],[],[],[],,,,,,,,
