thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,resp.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.11441339999987576,,0.1021686999999929,0.11441339999987576,0.11441339999987576,0.11441339999987576,0.10218860000009045,1.1167336999999407,,,,,,,,
