4.5796 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.5801 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
4.8051 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B800CEDA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027B800CEE00>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027B80176740>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8051 	EXP 	window1: backgroundImage = ''
4.8051 	EXP 	window1: backgroundFit = 'none'
4.8113 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8127 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8136 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8144 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8149 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8155 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8164 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8167 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8177 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8184 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8190 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8197 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8203 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8210 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8217 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8221 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8234 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8238 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
