4.2897 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.2905 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
4.5217 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000254A88754B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000254A8875450>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000254A88CAB00>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.5218 	EXP 	window1: backgroundImage = ''
4.5218 	EXP 	window1: backgroundFit = 'none'
4.5276 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5289 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5305 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5315 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5355 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5378 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5398 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5439 	DEBUG 	Upload of Texture Font fontname complete
4.5494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5512 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5523 	DEBUG 	Upload of Texture Font fontname complete
4.5542 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.5542 	EXP 	window1: recordFrameIntervals = False
4.7215 	EXP 	window1: recordFrameIntervals = True
4.9093 	WARNING 	t of last frame was 21.42ms (=1/46)
5.0714 	EXP 	Screen (0) actual frame rate measured at 61.75Hz
5.0714 	EXP 	window1: recordFrameIntervals = False
5.0761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0782 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
