thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image.started,image_2.started,resp.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.03218650000007983,,0.019539800000075047,0.03218650000007983,0.03218650000007983,0.03218650000007983,0.019563400000151887,1.0378279999999904,,,,,,,,
