4.9301 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.9306 	INFO 	Loaded monitor calibration from ['2025_07_02 14:21']
5.1769 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E0E98AA9E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E0E98AAA40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E0E99023E0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1770 	EXP 	window1: backgroundImage = ''
5.1770 	EXP 	window1: backgroundFit = 'none'
5.1829 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1835 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1868 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1897 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1933 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1953 	DEBUG 	Uploading Texture Font fontname to graphics card
5.1972 	DEBUG 	Upload of Texture Font fontname complete
5.2026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2035 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2046 	DEBUG 	Uploading Texture Font fontname to graphics card
5.2057 	DEBUG 	Upload of Texture Font fontname complete
5.2075 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.2075 	EXP 	window1: recordFrameIntervals = False
5.3748 	EXP 	window1: recordFrameIntervals = True
5.5582 	EXP 	Screen (0) actual frame rate measured at 60.04Hz
5.5582 	EXP 	window1: recordFrameIntervals = False
5.5659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5707 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
