thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,text.started,image_2.started,resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.030278599999974176,,0.014939800000092873,0.030278599999974176,0.030278599999974176,0.014961200000016106,,,,,,,,
